iter,nll_p,nll_m,best_nll,grad_scale,sec
1,1.6754725622013211,1.67903842497617,1.6116695506498218,-0.01188620924949646,432
2,1.5480266235582532,1.606961375568062,1.5480266235582532,-0.1964491733660297,398
3,1.5482428604178131,1.6453664953820408,1.5480266235582532,-0.32374544988075904,392
4,1.7077925256453454,1.5156997266598047,1.5156997266598047,0.6403093299518026,404
5,1.6418459088169037,1.6496863486990332,1.5156997266598047,-0.02613479960709819,386
6,1.542911197692156,1.5476467463001609,1.5156997266598047,-0.015785162026683196,391
7,1.6120409746095539,1.5735232910141348,1.5156997266598047,0.1283922786513969,402
8,1.5477307567372918,1.5461461741477251,1.5156997266598047,0.005281941965222063,391
9,1.6433035258948803,1.616593811325729,1.5156997266598047,0.08903238189717093,516
